0
kohl's  
kohl's  
khodiyar industries 
knighthawk 
khyati multimedia 
khandwala sec 
khan resources 
khan resources 
khot infrastructur
radico6.bo
kohl's  
radico khaitan 
kohl's corporation
radico khaitan 
knight therapeutics 
radico khaitan 
pf hospitality 
khandwala securities 
khoobsurat ltd
khaitan (india) 
khaitan (india) 
khaitan (india)ltd 
knighthawk 
khan resources 
kimco realty 
0
0
0
0
kinder morgan
0
kiadis pharma 
0
maybank k.e.secs-nvdr-ba5
kiri industries 
0
king polytechnic 
kingsmen c.m.t.i. 
0
0
0
kingdom holdings 
wellington merchants 
0
0
concho resources 
0
kingb.laminates h. 
kirkland's 
0
kingboard laminates 
0
cox & 
0
0
0
kiadis pharma 
0
0
0
0
road king 
kiq.a
0
0
kimberly-clark corporation
kiri industries 
kinderhook bank 
kiatnakin bk 
kinder morgan 
0
kinder morgan 
0
kinaxis 
kingsoft  
0
0
kingsmen resources 
kinnevik ab
kite pharma 
kiran vyapar 
kilroy realty 
0
0
0
kimberly-clark de 
kite pharma
0
kirloseng6.bo
kinetic mines 
killick nixon 
kisan mouldings 
kiska metals 
0
0
kinetic trust 
kitron asa 
kings infra 
kiska metals 
kirloskar*
kinb.st
kids brands 
0
concho resources 
0
fitzroy river 
0
kitply industries 
kifs financial 
tie kinetix 
0
kingsway linked 
kimberly-clark corporation
kingsgate consolidated 
0
0
kimberly-clark  
kinx
0
kingfa science 
kina petroleum 
0
kiattana transport 
concho resources 
kirloskar multimedia 
kingwaytek technology, 
cox&kings6.bo
0
0
kimberly-clark dl 
greene king 
tie kinetix 
kinetic engineering 
kirby corporation
0
0
kiatnakin bk-foreign-ba10
0
kingsoft cor.ltd 
kimberly-clark de 
pt indah 
0
kimco realty 
0
kirloskar industries 
kindred healthcare
0
0
0
0
kintetsu group 
0
0
kiwoom no.4 
0
greene king 
serve kirtasiye 
kirloskar industries 
kingsrose mining 
pleasant kids
kirloskar oil 
kingsmen c.m.t.i. 
kingsoft corporation 
kiwoom no.3 
seeka kiwifruit 
kingdom holdings 
concho resources 
kirloskar oil 
kimco realty 
kiwi property 
kinepolis grp 
kimco realty 
greene king 
kim heng 
0
kimberly-clark dl 
0
kirkland's
0
kiwi property 
kisco holdings 
king river 
0
kingb.laminates h. 
0
0
kirloskar industries 
kingsgate consolidated 
0
0
kimberly-clark dl 
kiwi property 
kinaxis 
kiatnakin bk 
kinepolis group 
kiran print 
kids brands 
0
0
0
0
kinder morgan 
0
0
kimco realty 
kiattana transport 
0
0
kilburn engineering 
0
kinepolis group 
0
kiduja india 
taiwan kong 
kindred healthcare 
kjmc financial 
lightwaverf plc 
comjoyful international 
k.j.international ltd.
lightwaverf plc
kiatnakin bank 
kiatnakin bank 
rsa insurance 
kkrrp
kkr + 
rsa insurance 
kkr & 
rsa insurance 
rsa insurance 
kmf ltd.
kulthorn kirby 
k k 
kkalpana industries 
kulthorn kirby 
kkr + 
kkalpana plastick 
0
klondike silver 
klrf ltd.
0
0
klondex mines 
wolters kluwer 
kla-tencor  
klabin s/a 
0
klabin 
klx  
0
kla-tencor corporation
klondex mines 
klondex mines 
wolters kluwer 
kla-tencor  
0
klaustech
wolters kluwer 
klg systel 
wolters kluwer 
klabin s/a 
klondex mines 
klx  
0
klabin s/a 
klg capital 
kla-tencor  
k-lifestyle & 
klepierre inh.eo 
klepierre sa
klepierre sa
kunlun energy 
kuen ling 
0
klx 
klepierre sa
kla-tencor  
kl?ckner & 
kla-tencor  
klondike silver 
klimasan klima 
wolters kluwer 
0
kremlin ag 
km sugar 
sk telecom, 
2639.two
kremlin ag 
carmax 
kmc speciality 
hannan metals 
km sugar 
kmc (kuei 
k m 
sk telecom 
karamolengos bakery 
public joint 
kremlin ag 
knot offshore 
knight therapeutics 
nachmo knitex 
knight transportation
kuehne + 
knd engineering 
0
konami 
new plus 
kone oyj
0
konecranes plc
dthera sciences
knia.sg
vandana knitwear 
knosys limited
integral knitltd.
kuehne + 
kuehne + 
kone oyj
knowit ab 
kancera ab 
kws saat 
k2a knaust 
knowles  
knol resources 
lws knitwear 
kothari petrochem 
0
kombat copper 
kothari industrial 
kothari products 
konkan tyres 
koninklijke wessanen 
koenig & 
kop limited
konsortium ag
kootenay silver 
kristal kola 
lingkaran trans 
kon. kpn 
koninklijke kpn 
korshynov mining 
kopran6.bo
0
masterkool international 
nvh korea 
kongsberg automotive 
kootenay silver 
0
0
koninklijke kpn 
kolte-patil developers 
nihon kohden 
kroger dl 
korian  
sinotruk (hong 
76466.st
kotak mahindra 
koda ltd
kotakpsub.ns
kokuyocml.ns
korian
kon. vopak 
kolte - 
koninklijke vopak 
kopin  
kohinoor techno 
kolte-patil developers 
koninklijke kpn 
konya ?imento 
kothari petrochemicals 
kotipizza group 
kori holdings 
koninklijke brill 
0
kwg property 
kon. kpn 
0
kotakbank4.bo
kotak mahindra 
michael kors 
kootenay silver 
koninklijke kpn 
kotakbank6.bo
kokuyolr.bo
koninklijke philips 
korian medica
kwg property 
kroger dl 
korres  
kone oyj
kopin  
vigor kobo,ltd.
koutons retail 
kootenay silver 
grand korea 
koninklijke kpn 
koenig & 
kokuyo camlin 
u chu 
kon. kpn 
spigen korea, 
castec korea, 
kon. kpn 
kolon life 
0
kotak mahindra 
mermeren kombinat 
0
tat gida 
kodi-m
korres  
koninkl. philips 
kongsberg automotiv.nk-50
the coca-cola 
kon. vopak 
0
kortrijk ring 
konecranes oyj 
masterkool international 
kothari world 
koyo international 
0
koenig & 
k1 ventures 
kordellos ch. 
kongzhong corporation
kotakmamc - 
cis
kon. vopak 
kolte-patil developers 
koninklijke kpn
kon. kpn 
kohl's corporation
sona koyo 
kpx green 
kps ag 
k.p. energy 
kps ag
kps ag 
kps ag 
hanwha fine 
sri kpr 
kpx chemical,ltd
kpit technologies 
kp tissue 
kps ag 
k.p.r. mill 
k.p.r. mill 
kpr.ax
keyang electric 
mpc ltd.
dnf,ltd.
bg t&a, 
kyungchang industrial 
dongbu 
hanyang securities 
nongshim, ltd.
wonpoong corporation
krtnet 
kyung nam 
0
esang networks, 
nam hwa 
a-jin industry
homecast, ltd.
i controls 
hitejinro, ltd.
okong 
tk chemical
sebang, ltd.
imbc, ltd.
maeil dairies, 
ubiquoss 
sungmoon electronics, 
dongwon f&b, 
samil enterprise 
home center, 
lis, ltd.
im, ltd.
dongbuka no.13 
binggrae, ltd.
sangsin energy 
choheung corporation
bioland, ltd
opticis, ltd
cubic korea 
samhwa crown 
bubang, ltd.
trus y7 
samhwa networks 
mh ethanol,ltd.
plantynet, ltd.
wooshin systems, 
krishna engineering 
daesung private 
pan-pacific, ltd.
megamd
hans biomed 
ilyang pharmaceutical, 
curo holdings, 
od tech, 
kocom, ltd.
daelim industrial, 
anam electronics,ltd.
kyeong nam 
ktcs corporation
softmax,ltd.
woosung i.b., 
sungchang autotech, 
krungthai card 
gs home 
gncenergy,ltd
oscotec 
0
hannong chemicals 
hansol artone 
pavonine, ltd.
shinil pharmaceutical, 
labgen
dy corporation
mcnulty
hana financial 
0
mirae asset 
shinwon construction,ltd.
samchully,ltd
cammsys 
daidong electronics 
dong-a st, 
0
dae young 
daewoo special 
sk innovation, 
sonokong,ltd.
seohwa telecom
byucksan corporation
plumbfast, ltd.
kodi-s, ltd.
miwon holdings,ltd.
han kook 
maxrotec, ltd.
hyundai cement, 
secuve, ltd.
aekyung petrochemical, 
nice information 
samsung c&t 
kooksoondang brewery,ltd.
daiyang metal, 
e-mart 
moonbae steel, 
cs corporation
lb semicon 
korea green 
fine digital 
hi special 
tegoscience 
sti, ltd.
0
hankuk package 
isc, ltd.
kolon industries
kl-net 
namyang dairy 
infovine, ltd.
sae dong 
tesna company 
sejoong, ltd.
ckd bio 
woori technology
sewoo tech,ltd.
lms, ltd.
hyundai merchant 
watos corea 
dongsung corporation
hyundai bng 
hanjin printing 
shinwon corporation
mds technology 
ssangyong cement 
gt&t ltd.
0
ecoplastic corporation
commax, ltd.
mk electron 
grand department 
samsung sdi, 
danawa,ltd
kyung nong 
jokwang ili 
kwang jin 
oricom 
pyung hwa 
neooto
shinsegae food 
techwing
n.i steel,ltd
aztech wb 
vitzro tech, 
robostar, ltd.
daejoo electronic 
seegene
kolon fashion 
dongil metal, 
0
woori technology 
shinwon corporation
lot vacuum, 
miwon chemicals, 
ecs telecom 
mpk group 
neo technical 
seoul city 
daejin dmp 
dayou plus, 
0
seoul semiconductor, 
kcc engineering 
sypanel
0
busan city 
initech, ltd.
arion technology 
jls co 
shinyoung securities, 
iljin power, 
korea ratings, 
huayi brothers 
0
dong ahtire 
jungdawn
phoenix materials, 
daewoo electronic 
noroo holdings, 
hancom secure 
at technology, 
panagene 
haengnam chinaware 
woowon development, 
ymc, ltd.
interpark holdings 
cj hellovision, 
sejong telecom
sam-a aluminium 
trais, ltd.
auk 
insung information, 
sam chun 
kreon finnancial 
citech, ltd.
krishnaenggworks
heunguoil
redrover,ltd
oriental precision 
green cross 
gumho n.t, 
green cross 
fidelix, ltd.
hansol chemical, 
eusu holdings, 
hyosung itx 
kukbo logistics, 
dongwon industries, 
kb financial 
dong-a hwasung, 
seojin automotive,ltd.
wiscom ltd.
sk holdings, 
asia holdings, 
woojin 
nexon gt, 
krishnaenggworks
samsung card, 
shinyang auracom 
daesung holdings, 
samsung fire 
gse, ltd.
sejin t.s, 
m-3 spac
duckyang ind., 
ls 
soosan heavy 
seongan, ltd.
mobase, ltd.
sci information 
kisan telecom, 
il jeong 
baek kwang 
samchuly bicycle, 
lotte shopping, 
jin yang 
iljin materials, 
dongwon systems 
ram technology, 
0
the willbes 
0
woongjin thinkbig, 
nexentech 
hitejinro, ltd.
heungkuk fire 
speco ltd.
sajohaepyo corporation
tailim packaging, 
soulbrain eng, 
kukil metal
0
s&t motiv, 
sunny electronics 
smart information 
feelingk ltd.
lotte tour 
0
yuhwa securities, 
kg eco 
top tung 
mntech, ltd.
0
kb insurance, 
motonic corporation
ltc, ltd.
visang education 
bookook steel, 
sh energy 
muhak, ltd.
terrasem
samil pharmaceutical,ltd
wonlim corporation
solacia 
hy-lok 
0
kumho tire
0
keum kang 
sk innovation, 
dcm 
victek, ltd.
korea information 
seoul auction, 
stx corporation
asia pacific 
yuhan corporation
daewon kang 
lotte himart,ltd.
0
spg, ltd.
itek semiconductor
nicstech
softcen, ltd.
pungguk ethanol 
krung thai 
logisys
kromi logistik 
rftech,ltd.
hwashin, ltd.
amorepacific corporation
sungdo engineering 
korea se 
welcron company 
cas corporation
korea kolmar 
daehan flour 
aminologics, ltd.
ilshin spinning, 
amorepacific group
hwajin, ltd.
daehyun,ltd.
ps tec, 
ringnet, ltd.
keyang electric 
nature & 
thn corporation
prp
changhae ethanol, 
hnk machine 
koryo credit 
kukdo chemical, 
samyoung electronics, 
sejong industrial, 
samjin, ltd.
hanil cement., 
lg life 
cheoum & 
semisysco, ltd
kwangju bank, 
s-oil corporation
wonik qnc 
the sports 
gwangju shinsegae, 
inktec, ltd.
shri krishna 
jcontentree 
hanwha life 
youngone holdings, 
0
playtech, ltd.
coasia holdings, 
samhyun steel, 
shindaeyang paper, 
mm
krungthai card 
0
daesung group 
value added 
dio corporation
sbs media 
hi gold 
ssangyong cement 
bumyang construction,ltd.
ilsung construction, 
pregen
kornic glory, 
seoam machinery 
leeku industrial, 
top engineering 
monalisa, ltd
hyundai paint, 
gaeasoft 
kolmarbnh, ltd.
gemvax technology, 
0
sbs contents 
interbulls
badaro no 
soosung lift 
daewon media, 
chinyang holdings 
korea engineering 
asia pacific 
harim holdings,ltd.
sungmoon electronics, 
sk communications, 
samick thk, 
singsong holdings, 
0
wooree eti, 
aluko, ltd.
park & 
kolen ltd.
mezzion pharma,ltd.
cu medical 
sajodongaone,ltd.
younyi information 
c-tri
bit computer 
isu chemical, 
hitron systems 
sewoon medical, 
hankook tire, 
oe solutions, 
hotel shilla,ltd
hulims, ltd
samyoung chemical,ltd
winhitech,ltd.
samkee automotive, 
gemini investment 
hansol inticube, 
taeyoung engineering 
daehan synthetic 
paru ltd.
tong yang 
krones ag 
sc engineering, 
dongil technology 
ping shan 
leenos 
ezwelfare company 
chungho comnet, 
ihq 
chinhung international
huons global 
dashin infomaition 
tongyang 
cxc investment 
kpm tech, 
iokcompany, ltd.
samkang m&t, 
hyundai livart 
green cross 
jmt,ltd.
daeho p&c,ltd.
fine semitech 
biemt, ltd.
is dongseo, 
hankuk paper 
aj rent 
jvm, ltd.
hanbitsoft
ezen tech 
eyesvision 
coweaver, ltd.
wonik, ltd.
codes combine,ltd.
asia pacific 
daedong, ltd.
kec holdings, 
psmc co, 
samwonsteel, ltd.
0
ilya, ltd.
yg-1, ltd.
samjin pharmaceuticals, 
kumkang kind, 
namsun aluminum, 
hanshin machinery, 
hanjin kal 
infobank corporation
dk-lok corporation
tuksu engineering 
daelim b&co,ltd.
lg household 
jahwa electronics,ltd
lotte food,ltd.
dongnam chemical, 
tse, ltd.
hmc investment 
3s korea 
bridgetec corporation
sekonix, ltd.
korea investment 
tj media, 
hanwha techwin, 
sungshin cement, 
pc direct
chinhung international
igloo security
loen entertainment
0
chunil express, 
0
kt corporation
ilkyung 
bluecom, ltd.
hanwha investment 
sbi investment 
hyunjin materials,ltd.
nepes amc
0
korea development 
emnet 
nice holdings, 
joint-stock company 
0
unison ltd.
steel & 
shinsung tongsang, 
seoul food 
crystalgenomics
industrial bank 
hanwha chemical 
meritz securities, 
leeno industrial 
kona i, 
krones ag 
cubes
dongbuka no.12 
dong-a steel 
showbox 
daekyo, ltd.
asia pacific 
borneo international 
lg chem, 
hanmi science, 
s-energy, ltd.
woori bank, 
feelux, ltd
kpx holdings,ltd.
nibec ltd.
krungthai card 
busan industrial, 
korea petrochemical 
kodaco ltd.
korea new 
s & 
welcron kangwon, 
kukdong oil 
dongwon metal, 
eluon corporation
heung-a shipping, 
deutsch motors 
samwon tech,ltd.
snet systems 
ie limited
sjm holdings, 
digital graphics 
e-litecom ltd.
k-top reitsltd.
corestem
gemvax & 
taekwang industrial, 
sewon cellontech, 
sungshin cement, 
wemade entertainment, 
woogene b&g, 
polypipe group 
0
accupix 
0
lg hausys 
miwon commercial, 
medifron dbt, 
innox 
hanwha general 
taeyang metal 
tailim paper, 
iljin display, 
daelim industrial, 
macquarie korea 
duksung, ltd
biotoxtech, ltd.
samyung trading, 
taekyung chemical, 
cnplus, ltd.
nuri telecom,ltd.
huchems fine 
daeyang electric, 
sangbo, ltd
guyoung tech., 
heungkuk fire 
hancom gmd 
dae hwa 
woojin plaimm, 
seoyeon, ltd.
emw, ltd.
sunjin,ltd.
daesung eltec, 
em-tech., ltd.
0
0
ottogi corporation
pne solution, 
0
0
dongsuh companies
kyungin electronics, 
hancom 
unid company 
public joint 
0
in the 
hi special 
korea district 
yujin robot, 
youngone corporation
hanp 
pj electronics 
green cross 
em korea, 
samwha electric,ltd.
daesang holdings, 
daewoo engineering 
0
genematrix 
youngsin metal 
giir 
baiksan, ltd.
meerecompany 
shinwha intertek 
krypton industries 
kriptol industries 
essen tech 
haein corporation
ilshin stone,ltd
hankuk glass 
mando corporation
naver corporation
hysonic, ltd.
globon, ltd.
krungthai card 
0
hansung enterprise,ltd
korea semiconductor 
yoosung tns, 
skckolonpi
ryuk-il c&s
kromi logistik 
viatron technologies
public joint 
krones ag 
chong kun 
sk chemicals, 
nexen corporation
dongbang ship 
daewon pharmaceutical, 
pyung hwa 
mbk, ltd.
hyundai bng 
elcomtec, ltd.
sntek
uniquest corporation
seohan const. 
dst robot, 
playwith
nara mold 
toptec company 
avaco, ltd.
megastudy ltd.
krm international 
nexteye, ltd.
tes co, 
jooyon tech, 
kt corporation 
daishin securities, 
korea circuit, 
iljin diamond 
liveplex ltd.
korea united 
bolak company 
hk, ltd.
shinhan 2nd 
samyang tongsang, 
0
youlchon chemical,ltd.
atlasbx, ltd.
gs global 
byon, ltd.
icraft, ltd.
ilji technology 
kctc ltd
meritz fire 
crownhaitai holdings,ltd.
jnk heaters, 
0
nice total 
0
koas, ltd.
korea computer 
samsung fire 
nhn kcp 
korea petroleum 
ksign, ltd.
total soft 
regen, ltd.
hanil feed, 
ns
daedong steel, 
chosun refractories,ltd.
hansol logistics, 
kyobo securities 
jeong moon 
devsisters corporation
dongbu corporation
hanjin heavy 
0
yuanta 1 
newflex technology 
noroo paint 
interojo 
hankuk carbon, 
haatz 
truwin company 
seronics, ltd.
hyundai rotem 
uni-chem, ltd.
choil aluminum, 
hyundai hcn, 
leed
enf technology, 
joong ang 
orbitech, ltd.
0
jusung engineering 
nk mulsan, 
dbk, ltd.
shinhung, ltd
kridhan infra 
samsung electro-mechanics, 
ubcare, ltd.
0
iljin electric, 
asia paper 
worldex industry 
0
hankook technology 
hicel,ltd.
0
0
samhwa paints 
orient bio 
sk no.1 
sambu construction, 
paseco, ltd.
cheryong industrial 
hanil networks, 
kossen, ltd.
ls networks 
0
woojeon, ltd.
duksung, ltd
sundaytoz corporation
ahn-gook pharmaceutical 
samsung us 
seoul broadcasting 
neodian technology, 
nongshim holdings,ltd.
sk materials 
dexter studios
shinil industrial,ltd
rifa, ltd.
daihan scientific, 
dae-il corporation
sajo oyang 
korea line 
daesung fine 
noroo paint 
jeongsan aikang,ltd.
kriton artos 
lotte chilsung 
barun electronics 
young poong 
silla sg, 
softcen, ltd.
daeduck electronics, 
tovis, ltd.
taekyung industrial, 
e-tron, ltd.
daou data 
cheil grinding 
hankook cosmetics 
estsoft 
firstec, ltd.
dna link
hi gold 
doosan engine, 
g-smatt global, 
modetour network 
0
0
sung bo 
dual industrial., 
people & 
gs holdings 
sang-a frontec, 
nice information 
pyeong hwa 
mediplant, ltd.
inzi controls, 
stx heavy 
hyvision system.inc
kumyang, ltd.
e investment&development, 
kt&g corporation
nature cell,ltd.
modacom, ltd.
daewon cable, 
fnc add 
daechang forging, 
humax holdings, 
ms autotech, 
intops, ltd.
shinhwa contech, 
sun kwang, 
vieworks ltd.
corentec, ltd.
kyungin synthetic, 
kromi logistik 
foosung, ltd.
ssangyong cement 
oci company 
m-venture investment 
barun technology,ltd.
a-tech solution, 
global display, 
jenax 
prostemics, ltd.
public joint 
nh investment 
quantum semiconductor 
iriver ltd
samt, ltd.
yearimdang publishing, 
tongyang cement 
0
samwooems, ltd
dawonsys ltd.
0
chinhung international
dongil steel 
scd, ltd.
protec, ltd.
hitejinro holdings, 
krones ag 
i-factory,ltd
i&c technology, 
yw company 
korea circuit, 
kyungdong invest, 
dongbang agro 
the century, 
omnisystem, ltd
asia pacific 
suncore
d.i corporation
mohenz., ltd
samryoong, ltd.
lf 
chorokbaem media, 
hyundai corporation
able c&c, 
uno & 
kthitel, ltd.
reyon pharmaceutical, 
0
hyundai wia 
hanwha corporation
hanwha chemical 
ajinextek co, 
seah special 
kromi logistik 
jico, ltd
park systems
s&k polytec, 
smcore
hyungji elite 
hyundai mipo 
mirae tech
0
yuyu pharma
young poong 
danal ltd.
tpc mechatronics 
display tech, 
samyung encltd
zungwon en-sys 
0
tli 
shinsung fa, 
sajodaerim corporation
korea parts 
people & 
neopharm co 
c&s corporation
hwashin precision 
signal entertainment 
tongyang networks, 
viromed ltd.
melfas 
sejin electron 
seah holdings 
kumho electric
aimhigh global 
formetal, ltd.
insun environmental 
nh spac 
kahee, ltd
hanil iron 
nice d&b, 
daeryuk can, 
medy-tox 
nextchip, ltd.
0
cenotec
hyundai engineering 
amorepacific corporation
seobu t&d,ltd.
tokai carbon 
ctl 
korea materials 
s&t holdings, 
dongbuka no.14 
camus engineering 
kwang jin 
wave electronics, 
neungyule education
asia agricultural 
ksp ltd.
chosun welding 
ss comtech, 
heerim architects 
shinsung delta 
daedong metals 
young in 
samwha capacitor, 
0
enex,ltd
mgenplus, ltd.
golden bridge 
dasan networks 
koyj, ltd.
bioneer corporation
ktroll corporation
daewon san 
hyungji innovation 
krungthai card 
dongil industries, 
yd online 
s&s tech 
e-credible,ltd
dong a 
pj metal, 
sewoo global 
dongkuk structures 
s-form, ltd.
bmt, ltd.
a self-administered 
0
fursys 
hanchang corporation
dongkuk refractories 
jnu global 
zero to 
sk securities, 
samsung life 
posco m-tech, 
bukwang pharmaceutical, 
redcaptour, ltd.
kraton corporation
cape industries 
at semicon, 
samsung construction 
dilli illustrate 
korea airport 
youngbo chemical, 
pharmswellbio, ltd.
dongkook pharmaceutical, 
krbl limited
krones ag
kuk young 
inzi display, 
krishna synthetics 
rorze systems 
iljin holdings, 
korea pacific 
nh special 
hwaseung industries, 
young heung 
dongsung chemical, 
0
krung thai 
ee-hwa construction, 
daewoong pharmaceutical, 
widwin networks 
webzen 
daejung chemicals 
megastudyedu
daewoong, ltd.
hana micron 
wooree lighting, 
automobile & 
spolytech, ltd.
kumho petrochemical, 
pungkang, ltd.
samsung climate 
jaeyoung solutec, 
nsv corporation, 
dragonfly gf, 
hansol seentec, 
tonymoly,ltd.
0
shinhoo, ltd.
manho rope 
korea business 
samyang genex 
genexine
lotte fine 
yuyang d&u,ltd.
korea computer 
bota bio., 
kortek corporation
hanall biopharma, 
daeho al,ltd.
kiswire ltd.
y-entec, ltd.
nano chem 
samyang corporation
lutronic corporation
mk trend, 
chokwang leather,ltd.
nh sl 
dohwa engineering, 
ilshinbiobase, ltd.
welcron hantec, 
comtec systems,ltd.
0
kyungbong, ltd.
jayjun cosmetic, 
drb industrial, 
leaders cosmetics, 
panstar enterprise, 
sam-a pharm. 
korea resources 
daebong ls, 
exa e&c 
i3system
texcell-netcom, ltd.
green cross 
semicon light
action square, 
pangrim, ltd.
daesang corporation
choong ang 
global standard 
dongnam marine 
mekics
taihan textile, 
knw,ltd.
chokwang paint, 
s&t dynamics 
medipost co 
hwang kum 
mico ltd.
ktb spac 
cj freshway 
hanla ims,ltd.
tobesoft, ltd.
shin poong 
digital optics, 
coway, ltd.
cj cgv, 
kridhan infra 
hankuk steel 
hanwha investment 
kyung nam 
shinyoung securities, 
intekplus, ltd.
sungho electronics 
korea pacific 
jc chemical, 
yuhwa securities, 
korea cable 
sfc,ltd.
korea computer 
byc, ltd.
0
finetex ene
digital multimedia 
nh spac 
meta biomed, 
gabia inc
s connect, 
ktb special 
korea investment 
samyang holdings 
dongbu steel, 
g-treebnt
shbnpp seoul 
samyang genex 
suprema
toray chemical 
entermate, ltd.
korea steel 
daihan pharmaceutical,ltd.
mirae corporation
hansae yes24 
deco-netishion, ltd.
winnova, ltd.
afreecatv, ltd.
nuvotec ltd.
neowiz holdings 
samsung us 
0
0
0
0
daewon chemical, 
poongsan holdings 
ilsung pharmaceuticals, 
boryung medience, 
tbh global, 
fortis
shin hwa 
bookook securities, 
farmstory, ltd.
shri krishna 
dongsung pharmaceutical,ltd
i-kaist lab, 
namyeung vivien 
chinyang poly 
0
kt submarine 
kridhan infra 
hi gold 
shinjin sm, 
daeduck gds,ltd.
chin yang 
nhn entertainment 
elk corporation
sajo seafood, 
raonsecureltd
hanil forging 
yuanta securities 
daesung microbiological 
silla, ltd
cj e&m 
dong won 
tae won 
ecobio holdings, 
samsung c&t 
namsung 
kriti nutrients 
shinsegae information 
wonik cube 
tway holdings 
hankook steel, 
nexstreaming corporation
kocref 15 
gmb korea 
icd, ltd.
hanyang digitech 
candle media, 
choongang ocean, 
jc hyun 
soribada 
paik kwang 
micro contact 
lotte chemical 
tcc steel 
hyundai able 
daehan new 
hyosung onb, 
sigong tech 
dongyang p&f, 
0
dong-a socio 
pobis tnc, 
0
seondo electric, 
hanil vacuum, 
e-world, ltd.
sambo motos,ltd.
makus
ecopro ltd.
shinsegae international, 
sambon precision 
0
neofidelity
openbase 
sungshin cement, 
doosan corporation
kt skylife, 
seosan ltd,.co
nexturn ltd.
nanos, ltd.
sung kwang 
kronos worldwide 
good people, 
dong-ah geological 
high tech 
miraeassetmapsbraziltrust 1
krakatoa resources 
daishin securities, 
ahnlab
aurora world 
multicampus corporation
shinsegae 
km corporation
whan in 
zeus, ltd.
mphk
dongbu insurance, 
avatec, ltd.
the leadcorp 
neowiz games 
dayou a-tech,ltd
estechpharma, ltd.
0
solueta, ltd.
hanmiglobal, ltd.
kukbo design 
kumbi corporation
daegu department 
kramer capital 
samyang holdings 
waps
thinkware systems 
npk, ltd.
0
hb technology, 
lg 
j way, 
pusan cast 
maniker, ltd.
karnet capital 
seoul pharma 
yonghyun base 
enertork, ltd.
seohee construction, 
satrec initiative, 
nexolon, ltd.
rsupport, ltd.
orient precision 
clean & 
daeduck gds,ltd.
hyunwoo industrial, 
tae yang 
ibks no.2 
kiwi media 
woongjin, ltd.
rfsemi technologies 
hannet ltd.
douzone bizon, 
kpx life 
dsk corporation
ace technologies 
0
kolon corporation
uangel corporation
koh young 
aju capital, 
korea flange, 
0
samsung us 
dong-il corporation
hansolnexg, ltd.
savezone i&c 
hanyang hitao, 
en3, ltd.
com2us corporation
isu petasys, 
asia pacific 
keyeast co,.ltd
komipharm international, 
tamulmultimedia,co.,ltd.
yura tech., 
nanoentek 
korea industrial, 
dongyang s.tec,ltd
korean air 
ed, ltd.
inter-m corporation
eugene technology, 
myungmoon pharm., 
lig nex1, 
clinternational, ltd.
sht-2 spac
k.s.oils ltd.
k+s aktiengesellschaft
kshitiz investment 
kse-be.ns
ksb ag 
kst beteiligungs 
k+s ag 
kss limited
ksb ag 
k+s aktiengesellschaft 
kse ltd.
ksk6.bo
ksk energy 
ksb ag 
ksb ag 
ksb pumps 
ksb ag 
khon kaen 
kst beteiligungs 
ksb ag 
ksoils6.bo
ksb aktiengesellschaft
oxsdfg.sw
k+s ag 
kss ltd 
ksb ag 
ksb aktiengesellschaft
treatt plc
ksb ag 
ks energy 
kserasera6.bo
kst beteiligungs 
kustur kusadasi 
ks oils 
khon kaen 
k+s ag 
ksb pumps 
mondelez international
0
0
king wai 
0
0
mondelez intl 
mondelez intl 
componenta d?k�mc�l�k 
kt  
0
mondelez international
kt 
koninkl. ten 
kt  
ktech construction 
krung thai 
krung thai 
makina takim 
kt  
0
ktl international 
ktg1.f
ktima kostas 
mondelez intl 
krung thai 
0
kt  
ktech construction 
kintetsu world 
ktg1.sg
kt0q.f
mondelez intl 
kudelski sa 
s kum 
kulicke + 
kunert ag 
kuznetsky bank 
department 13 
landshuter kunstmuehle 
kuo
kunert ag
s kumarsynfb
kulicke + 
kulkarni power 
k�tahya porselen 
s kumars 
kudelski sa 
kungsleden ab
kuka ag
kulicke and 
kuka ag
s kumar 
kumars cotex 
kudelski sa
kumaka industies 
kuka aktiengesellschaft
0
kuka ag 
kunert ag 
kuka ag
0
kuantum papers 
nang kuang 
kuobrothers 
s kumarsnfab
kunal overseas 
kulicke & 
kudelski sa
kuraray, ltd.
kura oncology
s. kumars 
0
kuber udyog 
as tosmares 
kuangli photoelectric 
kunert ag
kunert ag 
s kumar 
5843@bn.kl
kura oncology
kunyue development, 
s. kumars 
redishred capital 
kunlun energy 
kvaerner asa 
kv?rner asa
kvaerner asa 
tiziana life 
wessanen nv 
0
krungdhep sophon 
kwg resources 
kwality6.bo
kws saat 
kwg resources 
kwk
metalex ventures 
kws saat 
koninklijke wessanen 
kws saat 
kwg resources 
kwality limited
kwg property 
kwality limited
kwong lung 
kws saat 
kwang ming 
kworld computer, 
lwp technologies 
0
0
minth group 
huiyin smartcom
3sbio
real nutriceutical 
china ludao
0
affluentpartner
0
0
mobi dev
cayman engley 
89289.st
0
hna tech 
china trends
huisheng international 
0
0
0
greenland broad
chiho environmental 
0
nirvana asia
sgoco group 
samson holding 
hosa international 
mayer holdings
waiyuentong rts
0
china greenfresh 
0
wang tai 
0
wynn macau 
upm-kymmene oyj
mongolian mining 
china candy
cnewecon-old
hungfooktong
linekong
wonderful sky 
oci international 
siem offshore 
0
xiezhong intl
longfor ppts 
0
china inv 
wuzhou int'l
0
universal technologies 
parkson retail 
tempus hold
0
0
